screen_name,description,latest_followers_count,office,party,tweet_created_at,tweet_text,favorites_count,retweet_count
RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,3808,congressperson,democrat,2017-01-20T16:35:05Z,"RT @ydanis: ""Standing Together, United As One"" community event in Washington Heights with @RepEspaillat @NYCPA @AndreaSCousins @MarkLevineN...",0,10
BobbyScott,"Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.",20617,congressperson,democrat,2017-01-20T13:54:20Z,RT @NancyPelosi: Our values are what unite us. That has always been true -- and it always will be. #ProtectOurCare https://t.co/pUI1Lr7acn,0,637
jaredpolis,"father, entrepreneur,education policy, baseball, tech, politics, gaymer - My day job is representing the most beautiful Congressional district in the country",41859,congressperson,democrat,2017-01-20T03:19:37Z,@LFerrerio xoxoxo,0,0
reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",9368,congressperson,republican,2017-01-20T15:48:08Z,On our way to Inaugural platform to witness another peaceful transfer of power.  Not the norm in much of the world.... https://t.co/qGFWwTKNlQ,5,3
RepLoudermilk,"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",5835,congressperson,republican,2017-01-20T17:14:37Z,"""From this day forward, it will only be America first,"" - @realDonaldTrump. #TrumpInauguration #MAGA",15,6
DonaldNorcross,Representing New Jersey's 1st Congressional District in the United States House of Representatives,3974,congressperson,democrat,2017-01-20T16:13:20Z,RT @femaregion2: #WinterSafety tip: Prepare your   for [?] winter: keep your gas [?][?] tank near full to help avoid ice in the tank and fuel l...,0,5
RepTrentKelly,Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives,2169,congressperson,republican,2017-01-20T23:15:15Z,Chas Emerson watched the inauguration ceremony from DeSoto County. He sent this photo to our team. #MS01 https://t.co/doy2qYur0M,4,1
SteveScalise,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,23990,congressperson,republican,2017-01-20T15:07:29Z,We're not here to preserve Obama's healthcare legacy. Restoring the relationship between patients and doctors is mo... https://t.co/wpqHq8i6Nt,26,10
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T15:20:04Z,We stand ready to fight for another great year of economic growth in Florida. (2/2),47,15
RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",11692,congressperson,democrat,2017-01-20T18:02:09Z,"A former detainee at the Northwest Detention Center, a for-profit immigrant jail in Tacoma: ""I want to help those w... https://t.co/X1BrkEkrGo",12,3
jahimes,Connecticut Congressman. Reader. Runner. Swimmer. And I make maple syrup.,46690,congressperson,democrat,2017-01-20T14:21:34Z,RT @POTUS: It's been the honor of my life to serve you. You made me a better leader and a better man.,0,642963
RepRWilliams,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,5780,congressperson,republican,2017-01-20T18:34:36Z,"This afternoon, our nation witnessed the most miraculous part of our system of government - the peaceful transfer of power",10,1
RepTedBudd,Proudly serving the 13th district of North Carolina. #NC13,1173,congressperson,republican,2017-01-20T15:29:19Z,#Inauguration2017 is here! Honored to spend this historic day with my family and all the people who joined us from home!,4,3
RepGrothman,U.S. Congressman (WI-06),2823,congressperson,republican,2017-01-20T20:58:58Z,RT @sbauerAP: Wisconsin's @RepGrothman congratulates @POTUS on his inauguration https://t.co/QTphOeXhR4,0,2
PatrickMcHenry,I represent the citizens of North Carolina’s 10th District in the United States Congress.,20168,congressperson,republican,2017-01-20T18:26:16Z,"Great news from Houston. Wish you could have been here today, @GeorgeHWBush! https://t.co/Ciad5bXuda",8,4
SenJeffMerkley,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,93066,senator,democrat,2017-01-20T23:52:40Z,This hurts our families and our economy. Just wrong!,124,35
SpeakerRyan,"Office of the 54th Speaker of the House, Paul Ryan.",2005696,congressperson,republican,2017-01-20T18:23:35Z,Live on Facebook now: https://t.co/JA14LJ1Zjz #Inauguration,296,47
RepDennyHeck,"Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan. Care about veterans, family-wage jobs & economic growth.",12124,congressperson,democrat,2017-01-20T03:09:42Z,One last time: #ThankYouObama https://t.co/ah0lH8gyfb,22,6
RosLehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,92168,congressperson,republican,2017-01-20T21:22:05Z,Our Australian intern Abbie and her friends enjoyed watching democracy in action today! #inauguration2017 https://t.co/FrzG6xpEBo,28,7
RosLehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,92168,congressperson,republican,2017-01-20T18:27:13Z,Good Luck to @CoastalFlorida in their performance in the #inauguration2017 parade today! Way to represent Florida! https://t.co/f2YDmluiIM,21,9
SusanWBrooks,Serving the good people of Indiana’s 5th District in Congress.,11869,congressperson,republican,2017-01-20T20:28:05Z,history &amp; this peaceful transfer of power. I couldn't be happier to have them w/ me at the #inauguration of @realDonaldTrump &amp; @MikePenceVP.,3,1
SenatorBaldwin,"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin. Tweets from Tammy are signed -TB.",36936,senator,democrat,2017-01-20T00:40:46Z,RT @allinwithchris: Joining @chrislhayes tonight: @SenatorBaldwin @ChrisMurphyCT @RepMoBrooks @SenSherrodBrown @MariaTeresa1 @GovHowardDean...,0,11
davidcicilline,Serving Rhode Island's First District in Congress. Co-Chair of DPCC. #Resist,25402,congressperson,democrat,2017-01-20T22:38:30Z,...then I will continue to fight him every step of the way.,22,4
RepGarretGraves,Official Twitter Page of Congressman Garret Graves (LA06),4552,congressperson,republican,2017-01-20T17:05:52Z,RT @KevinWAFB: Hodges continues by saying that more focus needs to be put on preventative infrastructure (i.e. Comite Diversion) #lalege #l...,0,6
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T20:04:03Z,RT @BreitbartNews: Already winning before he got off the podium. https://t.co/U4TtT5II2n,0,420
RepDavidEPrice,"I represent NC's 4th Congressional District, including parts of Orange, Wake, and Durham Counties.",13328,congressperson,democrat,2017-01-20T14:16:24Z,RT @NancyPelosi: Our values are what unite us. That has always been true -- and it always will be. #ProtectOurCare https://t.co/pUI1Lr7acn,0,639
SenSherrodBrown,Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.,107390,senator,democrat,2017-01-20T15:50:49Z,"Please keep all the students, parents, faculty and law enforcement in Champaign Co in your thoughts. https://t.co/pw2FksfGkz",133,47
FrankPallone,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",21811,congressperson,democrat,2017-01-20T15:51:33Z,Signed the #LillyLedbetterFairPayAct to address the unfair wage gap and pay discrimination women face #ThanksObama,4,2
MikeCrapo,United States Senator for the great state of Idaho.,35125,senator,republican,2017-01-20T12:46:48Z,The gates have opened and Idahoans are getting situated and watching the sunrise before #Inauguration2017 begins. https://t.co/UfgeL8PyYW,21,3
SenGaryPeters,U.S. Senator proudly representing the state of Michigan.,26904,senator,democrat,2017-01-20T01:05:17Z,Roaring back with record sales. Thank you @POTUS for standing w MIs auto workers! https://t.co/CVVLG90KIM,109,25
RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,24550,congressperson,republican,2017-01-20T16:26:00Z,RT @WaysandMeansGOP: WATCH - @RepKevinBrady joins @NewDay to discuss this historic #Inauguration &amp; what's in store for our pro-growth agend...,0,4
clairecmc,NA,177836,senator,democrat,2017-01-20T19:45:47Z,"I understand the angst out there today for all of you throwing stuff at me. Sorry, but I believe  peaceful protest is always the right way.",929,154
repdinatitus,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q,10997,congressperson,democrat,2017-01-20T23:41:30Z,Now--more than ever--we must do what we can to help those in need. https://t.co/eJB0c3JR0q,12,2
MarioDB,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",27167,congressperson,republican,2017-01-20T18:29:27Z,From my view. I was proud to witness the beauty of American democracy - a peaceful transition of power.... https://t.co/Ox6IAPTjy7,31,12
amyklobuchar,"U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement",150662,senator,democrat,2017-01-20T04:54:58Z,Questcor settlement sends a strong message: We won't let Rx companies profit by breaking the rules. https://t.co/JV68Npfjht,165,38
RepBillFlores,"I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",14458,congressperson,republican,2017-01-20T11:25:07Z,RT @foxandfriends: We are live! Don't miss a minute! #Inauguration #Trump45 https://t.co/GQO2xJoYtb,0,35
RepRibble,"Just a private citizen who for a while looked behind the curtain of government. Husband, father, grandfather. These are the titles of life.",10722,congressperson,republican,2017-01-20T20:12:34Z,I know that it is impossible to know for sure but I wonder if Gen. Washington would be proud or worried about the pomp and circumstance.,17,9
RepRoybalAllard,"Congresswoman Lucille Roybal-Allard, proudly representing the 40th District of California. Follow me at http://t.co/KjVfmF9CaM & http://t.co/Urj0zPAr8d.",13730,congressperson,democrat,2017-01-20T22:58:03Z,.@MetroLosAngeles press release announces added service and security to accommodate travelers for Saturday's LA Wom... https://t.co/XrRrw5szBS,16,6
RepJimBanks,Official account of U.S. Congressman Jim Banks (IN-3).,1616,congressperson,republican,2017-01-20T19:18:05Z,I spoke with @Brien21Alive about the Inauguration and my legislative priorities for 2017 - https://t.co/RxZ9SpzNCV,1,1
RepHuizenga,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,14374,congressperson,republican,2017-01-20T23:04:44Z,A view from the stage of @realDonaldTrump's inauguration to become our nation's 45th @POTUS! https://t.co/zEPjPD76Fp,17,3
SenWarren,Official twitter account of Senator Elizabeth Warren of Massachusetts.,2196240,senator,democrat,2017-01-20T23:25:30Z,".@POTUS suspended a planned cut in FHA mortgage insurance premiums, which @nardotrealtor says will cost 40k families a shot at a new home.",6077,4603
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T01:10:27Z,Overflow crowd proves #MKE understands just how important #Obamacare is. You get it. We get it. Why won't @HouseGOP... https://t.co/N2n935sgrn,14,8
RepSmucker,Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.,4412,congressperson,republican,2017-01-20T17:50:40Z,What a view. Congratulations @POTUS! #Inauguration https://t.co/VaHYHsXamY,7,0
RepBarragan,Official account. Honored to represent California's 44th Congressional District #CA44. Member of the @HispanicCaucus @USProgressives  @Dodgers fan.,3394,congressperson,democrat,2017-01-20T15:35:40Z,"RT @ChadPergram: Hse mbrs filing out to West Front for #Inauguration Dem Ca Rep Barragan in what she called her ""protest"" hat https://t.co/...",0,69
GregAbbott_TX,Texas Governor Greg Abbott's Personal Twitter Feed,154705,govenor,republican,2017-01-20T21:32:16Z,RT @JohnCornyn: @GovAbbott and Sandy Cornyn enjoying the inauguration of President Trump https://t.co/HvvlNE7oL3,0,129
RepWesterman,Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.,5559,congressperson,republican,2017-01-20T18:45:54Z,"The inauguration of President Donald Trump, the 45th President of the United States!  https://t.co/Hp4mKxZoml",13,6
RepHultgren,Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee,13371,congressperson,republican,2017-01-20T14:25:31Z,The best way to begin every day. https://t.co/5vr1wB5bHr,8,1
PatrickMcHenry,I represent the citizens of North Carolina’s 10th District in the United States Congress.,20168,congressperson,republican,2017-01-20T14:22:00Z,Today is #Inauguration2017 . I will be there as President-elect Trump is sworn into office. Watch live at home--&gt;... https://t.co/7FwbMPuaoH,6,2
